Method,Parameter_Name,Parameter_Type,Parent,Children,Same_As_Parent,Description,Reference_of_documentation,Used_For,Used_By?,Informal_Propositions,Rules_Name,Rules_Description,Calling_Parameters,Calling_Param_Types,Supertypes,Called_from_x_as,Called_element_from_x
IfcFireSuppressionTerminal,"[GlobalId, OwnerHistory, Name, Description, ObjectType, ObjectPlacement, Representation, Tag, PredefinedType]","[IfcGloballyUniqueId FIX, IfcOwnerHistory ?, IfcLabel ? FIX, IfcText ? FIX, IfcLabel ? FIX, IfcObjectPlacement ?, IfcProductRepresentation ?, IfcIdentifier ? FIX, IfcFireSuppressionTerminalTypeEnum ? FIX]",IfcFlowTerminal,NULL,FALSE,"A fire suppression terminal has the purpose of delivering a fluid (gas or liquid) that will suppress a fire.",7.6.3.1,"","",NULL,"[CorrectPredefinedType, CorrectTypeAssigned]","[Either the PredefinedType attribute is unset or the inherited attribute ObjectType shall be provided; if the PredefinedType is set to USERDEFINED., Either there is no cable carrier fitting type object associated - i.e. the IsTypedBy inverse relationship is not provided - or the associated type object has to be of type IfcFireSuppressionTerminalType.]","[HasAssignments, Nests, IsNestedBy, HasContext, IsDecomposedBy, Decomposes, HasAssociations, IsDeclaredBy, Declares, IsTypedBy, IsDefinedBy, ReferencedBy, FillsVoids, ConnectedTo, IsInterferedByElements, InterferesElements, ReferencedInStructures, HasProjections, HasOpenings, IsConnectionRealization, ProvidesBoundaries, ConnectedFrom, ContainedInStructure, HasCoverings, HasPorts, HasControlElements]","[IfcRelAssigns @RelatedObjects S[0:?], IfcRelNests @RelatedObjects S[0:1], IfcRelNests @RelatingObject S[0:?], IfcRelDeclares @RelatedDefinitions S[0:1], IfcRelAggregates @RelatingObject S[0:?], IfcRelAggregates @RelatedObjects S[0:1], IfcRelAssociates @RelatedObjects S[0:?], IfcRelDefinesByObject @RelatedObjects S[0:1], IfcRelDefinesByObject @RelatingObject S[0:?], IfcRelDefinesByType @RelatedObjects S[0:1], IfcRelDefinesByProperties @RelatedObjects S[0:?], IfcRelAssignsToProduct @RelatingProduct S[0:?], IfcRelFillsElement @RelatedBuildingElement S[0:1], IfcRelConnectsElements @RelatingElement S[0:?], IfcRelInterferesElements @RelatedElement S[0:?], IfcRelInterferesElements @RelatingElement S[0:?], IfcRelProjectsElement @RelatingElement S[0:?], IfcRelReferencedInSpatialStructure @RelatedElements S[0:?], IfcRelVoidsElement @RelatingBuildingElement S[0:?], IfcRelConnectsWithRealizingElements @RealizingElements S[0:?], IfcRelSpaceBoundary @RelatedBuildingElement S[0:?], IfcRelConnectsElements @RelatedElement S[0:?], IfcRelContainedInSpatialStructure @RelatedElements S[0:1], IfcRelCoversBldgElements @RelatingBuildingElement S[0:?], IfcRelConnectsPortToElement @RelatedElement S[0:?], IfcRelFlowControlElements @RelatingFlowElement S[0:1]]","[IfcRoot, IfcObjectDefinition, IfcObject, IfcProduct, IfcElement, IfcDistributionElement, IfcDistributionFlowElement, IfcFlowTerminal]","[]","[]"
IfcFireSuppressionTerminalType,"[GlobalId, OwnerHistory, Name, Description, ApplicableOccurrence, HasPropertySets, RepresentationMaps, Tag, ElementType, PredefinedType]","[IfcGloballyUniqueId FIX, IfcOwnerHistory ?, IfcLabel ? FIX, IfcText ? FIX, IfcIdentifier ? FIX, IfcPropertySetDefinition S[1:?]?, IfcRepresentationMap L[1:?]?, IfcLabel ? FIX, IfcLabel ? FIX, IfcFireSuppressionTypeEnum FIX]",IfcFlowTerminalType,NULL,FALSE,"The flow terminal type IfcFireSuppressionTerminalType defines commonly shared information for occurrences of fire suppression terminals.",7.6.3.2,"","",NULL,"[CorrectPredefinedType]","[The inherited attribute ElementType shall be provided if the PredefinedType is set to USERDEFINED.]","[HasAssignments, Nests, IsNestedBy, HasContext, IsDecomposedBy, Decomposes, HasAssociations, Types, ReferencedBy]","[IfcRelAssigns @RelatedObjects S[0:?], IfcRelNests @RelatedObjects S[0:1], IfcRelNests @RelatingObject S[0:?], IfcRelDeclares @RelatedDefinitions S[0:1], IfcRelAggregates @RelatingObject S[0:?], IfcRelAggregates @RelatedObjects S[0:1], IfcRelAssociates @RelatedObjects S[0:?], IfcRelDefinesByType @RelatingType S[0:1], IfcRelAssignsToProduct @RelatingProduct S[0:?]]","[IfcRoot, IfcObjectDefinition, IfcTypeObject, IfcTypeProduct, IfcElementType, IfcDistributionElementType, IfcDistributionFlowElementType, IfcFlowTerminalType]","[]","[]"
IfcInterceptor,"[GlobalId, OwnerHistory, Name, Description, ObjectType, ObjectPlacement, Representation, Tag, PredefinedType]","[IfcGloballyUniqueId FIX, IfcOwnerHistory ?, IfcLabel ? FIX, IfcText ? FIX, IfcLabel ? FIX, IfcObjectPlacement ?, IfcProductRepresentation ?, IfcIdentifier ? FIX, IfcInterceptorTypeEnum ? FIX]",IfcFlowTreatmentDevice,NULL,FALSE,"An interceptor is a device designed and installed in order to separate and retain deleterious, hazardous or undesirable matter while permitting normal sewage or liquids to discharge into a collection system by gravity.",7.6.3.3,"","",NULL,"[CorrectPredefinedType, CorrectTypeAssigned]","[Either the PredefinedType attribute is unset or the inherited attribute ObjectType shall be provided; if the PredefinedType is set to USERDEFINED., Either there is no cable carrier fitting type object associated - i.e. the IsTypedBy inverse relationship is not provided - or the associated type object has to be of type IfcInterceptorType.]","[HasAssignments, Nests, IsNestedBy, HasContext, IsDecomposedBy, Decomposes, HasAssociations, IsDeclaredBy, Declares, IsTypedBy, IsDefinedBy, ReferencedBy, FillsVoids, ConnectedTo, IsInterferedByElements, InterferesElements, ReferencedInStructures, HasProjections, HasOpenings, IsConnectionRealization, ProvidesBoundaries, ConnectedFrom, ContainedInStructure, HasCoverings, HasPorts, HasControlElements]","[IfcRelAssigns @RelatedObjects S[0:?], IfcRelNests @RelatedObjects S[0:1], IfcRelNests @RelatingObject S[0:?], IfcRelDeclares @RelatedDefinitions S[0:1], IfcRelAggregates @RelatingObject S[0:?], IfcRelAggregates @RelatedObjects S[0:1], IfcRelAssociates @RelatedObjects S[0:?], IfcRelDefinesByObject @RelatedObjects S[0:1], IfcRelDefinesByObject @RelatingObject S[0:?], IfcRelDefinesByType @RelatedObjects S[0:1], IfcRelDefinesByProperties @RelatedObjects S[0:?], IfcRelAssignsToProduct @RelatingProduct S[0:?], IfcRelFillsElement @RelatedBuildingElement S[0:1], IfcRelConnectsElements @RelatingElement S[0:?], IfcRelInterferesElements @RelatedElement S[0:?], IfcRelInterferesElements @RelatingElement S[0:?], IfcRelProjectsElement @RelatingElement S[0:?], IfcRelReferencedInSpatialStructure @RelatedElements S[0:?], IfcRelVoidsElement @RelatingBuildingElement S[0:?], IfcRelConnectsWithRealizingElements @RealizingElements S[0:?], IfcRelSpaceBoundary @RelatedBuildingElement S[0:?], IfcRelConnectsElements @RelatedElement S[0:?], IfcRelContainedInSpatialStructure @RelatedElements S[0:1], IfcRelCoversBldgElements @RelatingBuildingElement S[0:?], IfcRelConnectsPortToElement @RelatedElement S[0:?], IfcRelFlowControlElements @RelatingFlowElement S[0:1]]","[IfcRoot, IfcObjectDefinition, IfcObject, IfcProduct, IfcElement, IfcDistributionElement, IfcDistributionFlowElement, IfcFlowTreatmentDevice]","[]","[]"
IfcInterceptorType,"[GlobalId, OwnerHistory, Name, Description, ApplicableOccurrence, HasPropertySets, RepresentationMaps, Tag, ElementType, PredefinedType]","[IfcGloballyUniqueId FIX, IfcOwnerHistory ?, IfcLabel ? FIX, IfcText ? FIX, IfcIdentifier ? FIX, IfcPropertySetDefinition S[1:?]?, IfcRepresentationMap L[1:?]?, IfcLabel ? FIX, IfcLabel ? FIX, IfcInterceptorTypeEnum FIX]",IfcFlowTreatmentDeviceType,NULL,FALSE,"The flow treatment device type IfcInterceptorType defines commonly shared information for occurrences of interceptors.",7.6.3.4,"","",NULL,"[CorrectPredefinedType]","[The inherited attribute ElementType shall be provided if the PredefinedType is set to USERDEFINED.]","[HasAssignments, Nests, IsNestedBy, HasContext, IsDecomposedBy, Decomposes, HasAssociations, Types, ReferencedBy]","[IfcRelAssigns @RelatedObjects S[0:?], IfcRelNests @RelatedObjects S[0:1], IfcRelNests @RelatingObject S[0:?], IfcRelDeclares @RelatedDefinitions S[0:1], IfcRelAggregates @RelatingObject S[0:?], IfcRelAggregates @RelatedObjects S[0:1], IfcRelAssociates @RelatedObjects S[0:?], IfcRelDefinesByType @RelatingType S[0:1], IfcRelAssignsToProduct @RelatingProduct S[0:?]]","[IfcRoot, IfcObjectDefinition, IfcTypeObject, IfcTypeProduct, IfcElementType, IfcDistributionElementType, IfcDistributionFlowElementType, IfcFlowTreatmentDeviceType]","[]","[]"
IfcSanitaryTerminal,"[GlobalId, OwnerHistory, Name, Description, ObjectType, ObjectPlacement, Representation, Tag, PredefinedType]","[IfcGloballyUniqueId FIX, IfcOwnerHistory ?, IfcLabel ? FIX, IfcText ? FIX, IfcLabel ? FIX, IfcObjectPlacement ?, IfcProductRepresentation ?, IfcIdentifier ? FIX, IfcSanitaryTerminalTypeEnum ? FIX]",IfcFlowTerminal,NULL,FALSE,"A sanitary terminal is a fixed appliance or terminal usually supplied with water and used for drinking, cleaning or foul water disposal or that is an item of equipment directly used with such an appliance or terminal.",7.6.3.5,"","",NULL,"[CorrectPredefinedType, CorrectTypeAssigned]","[Either the PredefinedType attribute is unset or the inherited attribute ObjectType shall be provided; if the PredefinedType is set to USERDEFINED., Either there is no cable carrier fitting type object associated - i.e. the IsTypedBy inverse relationship is not provided - or the associated type object has to be of type IfcSanitaryTerminalType.]","[HasAssignments, Nests, IsNestedBy, HasContext, IsDecomposedBy, Decomposes, HasAssociations, IsDeclaredBy, Declares, IsTypedBy, IsDefinedBy, ReferencedBy, FillsVoids, ConnectedTo, IsInterferedByElements, InterferesElements, ReferencedInStructures, HasProjections, HasOpenings, IsConnectionRealization, ProvidesBoundaries, ConnectedFrom, ContainedInStructure, HasCoverings, HasPorts, HasControlElements]","[IfcRelAssigns @RelatedObjects S[0:?], IfcRelNests @RelatedObjects S[0:1], IfcRelNests @RelatingObject S[0:?], IfcRelDeclares @RelatedDefinitions S[0:1], IfcRelAggregates @RelatingObject S[0:?], IfcRelAggregates @RelatedObjects S[0:1], IfcRelAssociates @RelatedObjects S[0:?], IfcRelDefinesByObject @RelatedObjects S[0:1], IfcRelDefinesByObject @RelatingObject S[0:?], IfcRelDefinesByType @RelatedObjects S[0:1], IfcRelDefinesByProperties @RelatedObjects S[0:?], IfcRelAssignsToProduct @RelatingProduct S[0:?], IfcRelFillsElement @RelatedBuildingElement S[0:1], IfcRelConnectsElements @RelatingElement S[0:?], IfcRelInterferesElements @RelatedElement S[0:?], IfcRelInterferesElements @RelatingElement S[0:?], IfcRelProjectsElement @RelatingElement S[0:?], IfcRelReferencedInSpatialStructure @RelatedElements S[0:?], IfcRelVoidsElement @RelatingBuildingElement S[0:?], IfcRelConnectsWithRealizingElements @RealizingElements S[0:?], IfcRelSpaceBoundary @RelatedBuildingElement S[0:?], IfcRelConnectsElements @RelatedElement S[0:?], IfcRelContainedInSpatialStructure @RelatedElements S[0:1], IfcRelCoversBldgElements @RelatingBuildingElement S[0:?], IfcRelConnectsPortToElement @RelatedElement S[0:?], IfcRelFlowControlElements @RelatingFlowElement S[0:1]]","[IfcRoot, IfcObjectDefinition, IfcObject, IfcProduct, IfcElement, IfcDistributionElement, IfcDistributionFlowElement, IfcFlowTerminal]","[]","[]"
IfcSanitaryTerminalType,"[GlobalId, OwnerHistory, Name, Description, ApplicableOccurrence, HasPropertySets, RepresentationMaps, Tag, ElementType, PredefinedType]","[IfcGloballyUniqueId FIX, IfcOwnerHistory ?, IfcLabel ? FIX, IfcText ? FIX, IfcIdentifier ? FIX, IfcPropertySetDefinition S[1:?]?, IfcRepresentationMap L[1:?]?, IfcLabel ? FIX, IfcLabel ? FIX, IfcSanitaryTerminalTypeEnum FIX]",IfcFlowTerminalType,NULL,FALSE,"The flow terminal type IfcSanitaryTerminalType defines commonly shared information for occurrences of sanitary terminals.",7.6.3.6,"","",NULL,"[CorrectPredefinedType]","[The inherited attribute ElementType shall be provided if the PredefinedType is set to USERDEFINED.]","[HasAssignments, Nests, IsNestedBy, HasContext, IsDecomposedBy, Decomposes, HasAssociations, Types, ReferencedBy]","[IfcRelAssigns @RelatedObjects S[0:?], IfcRelNests @RelatedObjects S[0:1], IfcRelNests @RelatingObject S[0:?], IfcRelDeclares @RelatedDefinitions S[0:1], IfcRelAggregates @RelatingObject S[0:?], IfcRelAggregates @RelatedObjects S[0:1], IfcRelAssociates @RelatedObjects S[0:?], IfcRelDefinesByType @RelatingType S[0:1], IfcRelAssignsToProduct @RelatingProduct S[0:?]]","[IfcRoot, IfcObjectDefinition, IfcTypeObject, IfcTypeProduct, IfcElementType, IfcDistributionElementType, IfcDistributionFlowElementType, IfcFlowTerminalType]","[]","[]"
IfcStackTerminal,"[GlobalId, OwnerHistory, Name, Description, ObjectType, ObjectPlacement, Representation, Tag, PredefinedType]","[IfcGloballyUniqueId FIX, IfcOwnerHistory ?, IfcLabel ? FIX, IfcText ? FIX, IfcLabel ? FIX, IfcObjectPlacement ?, IfcProductRepresentation ?, IfcIdentifier ? FIX, IfcStackTerminalTypeEnum ? FIX]",IfcFlowTerminal,NULL,FALSE,"A stack terminal is placed at the top of a ventilating stack (such as to prevent ingress by birds or rainwater) or rainwater pipe (to act as a collector or hopper for discharge from guttering).",7.6.3.7,"","",NULL,"[CorrectPredefinedType, CorrectTypeAssigned]","[Either the PredefinedType attribute is unset or the inherited attribute ObjectType shall be provided; if the PredefinedType is set to USERDEFINED., Either there is no cable carrier fitting type object associated - i.e. the IsTypedBy inverse relationship is not provided - or the associated type object has to be of type IfcStackTerminalType.]","[HasAssignments, Nests, IsNestedBy, HasContext, IsDecomposedBy, Decomposes, HasAssociations, IsDeclaredBy, Declares, IsTypedBy, IsDefinedBy, ReferencedBy, FillsVoids, ConnectedTo, IsInterferedByElements, InterferesElements, ReferencedInStructures, HasProjections, HasOpenings, IsConnectionRealization, ProvidesBoundaries, ConnectedFrom, ContainedInStructure, HasCoverings, HasPorts, HasControlElements]","[IfcRelAssigns @RelatedObjects S[0:?], IfcRelNests @RelatedObjects S[0:1], IfcRelNests @RelatingObject S[0:?], IfcRelDeclares @RelatedDefinitions S[0:1], IfcRelAggregates @RelatingObject S[0:?], IfcRelAggregates @RelatedObjects S[0:1], IfcRelAssociates @RelatedObjects S[0:?], IfcRelDefinesByObject @RelatedObjects S[0:1], IfcRelDefinesByObject @RelatingObject S[0:?], IfcRelDefinesByType @RelatedObjects S[0:1], IfcRelDefinesByProperties @RelatedObjects S[0:?], IfcRelAssignsToProduct @RelatingProduct S[0:?], IfcRelFillsElement @RelatedBuildingElement S[0:1], IfcRelConnectsElements @RelatingElement S[0:?], IfcRelInterferesElements @RelatedElement S[0:?], IfcRelInterferesElements @RelatingElement S[0:?], IfcRelProjectsElement @RelatingElement S[0:?], IfcRelReferencedInSpatialStructure @RelatedElements S[0:?], IfcRelVoidsElement @RelatingBuildingElement S[0:?], IfcRelConnectsWithRealizingElements @RealizingElements S[0:?], IfcRelSpaceBoundary @RelatedBuildingElement S[0:?], IfcRelConnectsElements @RelatedElement S[0:?], IfcRelContainedInSpatialStructure @RelatedElements S[0:1], IfcRelCoversBldgElements @RelatingBuildingElement S[0:?], IfcRelConnectsPortToElement @RelatedElement S[0:?], IfcRelFlowControlElements @RelatingFlowElement S[0:1]]","[IfcRoot, IfcObjectDefinition, IfcObject, IfcProduct, IfcElement, IfcDistributionElement, IfcDistributionFlowElement, IfcFlowTerminal]","[]","[]"
IfcStackTerminalType,"[GlobalId, OwnerHistory, Name, Description, ApplicableOccurrence, HasPropertySets, RepresentationMaps, Tag, ElementType, PredefinedType]","[IfcGloballyUniqueId FIX, IfcOwnerHistory ?, IfcLabel ? FIX, IfcText ? FIX, IfcIdentifier ? FIX, IfcPropertySetDefinition S[1:?]?, IfcRepresentationMap L[1:?]?, IfcLabel ? FIX, IfcLabel ? FIX, IfcStackTerminalTypeEnum FIX]",IfcFlowTerminalType,NULL,FALSE,"The flow terminal type IfcStackTerminalType defines commonly shared information for occurrences of stack terminals.",7.6.3.8,"","",NULL,"[CorrectPredefinedType]","[The inherited attribute ElementType shall be provided if the PredefinedType is set to USERDEFINED.]","[HasAssignments, Nests, IsNestedBy, HasContext, IsDecomposedBy, Decomposes, HasAssociations, Types, ReferencedBy]","[IfcRelAssigns @RelatedObjects S[0:?], IfcRelNests @RelatedObjects S[0:1], IfcRelNests @RelatingObject S[0:?], IfcRelDeclares @RelatedDefinitions S[0:1], IfcRelAggregates @RelatingObject S[0:?], IfcRelAggregates @RelatedObjects S[0:1], IfcRelAssociates @RelatedObjects S[0:?], IfcRelDefinesByType @RelatingType S[0:1], IfcRelAssignsToProduct @RelatingProduct S[0:?]]","[IfcRoot, IfcObjectDefinition, IfcTypeObject, IfcTypeProduct, IfcElementType, IfcDistributionElementType, IfcDistributionFlowElementType, IfcFlowTerminalType]","[]","[]"
IfcWasteTerminal,"[GlobalId, OwnerHistory, Name, Description, ObjectType, ObjectPlacement, Representation, Tag, PredefinedType]","[IfcGloballyUniqueId FIX, IfcOwnerHistory ?, IfcLabel ? FIX, IfcText ? FIX, IfcLabel ? FIX, IfcObjectPlacement ?, IfcProductRepresentation ?, IfcIdentifier ? FIX, IfcWasteTerminalTypeEnum ? FIX]",IfcFlowTerminal,NULL,FALSE,"A waste terminal has the purpose of collecting or intercepting waste from one or more sanitary terminals or other fluid waste generating equipment and discharging it into a single waste/drainage system.",7.6.3.9,"","",NULL,"[CorrectPredefinedType, CorrectTypeAssigned]","[Either the PredefinedType attribute is unset or the inherited attribute ObjectType shall be provided; if the PredefinedType is set to USERDEFINED., Either there is no cable carrier fitting type object associated - i.e. the IsTypedBy inverse relationship is not provided - or the associated type object has to be of type IfcWasteTerminalType.]","[HasAssignments, Nests, IsNestedBy, HasContext, IsDecomposedBy, Decomposes, HasAssociations, IsDeclaredBy, Declares, IsTypedBy, IsDefinedBy, ReferencedBy, FillsVoids, ConnectedTo, IsInterferedByElements, InterferesElements, ReferencedInStructures, HasProjections, HasOpenings, IsConnectionRealization, ProvidesBoundaries, ConnectedFrom, ContainedInStructure, HasCoverings, HasPorts, HasControlElements]","[IfcRelAssigns @RelatedObjects S[0:?], IfcRelNests @RelatedObjects S[0:1], IfcRelNests @RelatingObject S[0:?], IfcRelDeclares @RelatedDefinitions S[0:1], IfcRelAggregates @RelatingObject S[0:?], IfcRelAggregates @RelatedObjects S[0:1], IfcRelAssociates @RelatedObjects S[0:?], IfcRelDefinesByObject @RelatedObjects S[0:1], IfcRelDefinesByObject @RelatingObject S[0:?], IfcRelDefinesByType @RelatedObjects S[0:1], IfcRelDefinesByProperties @RelatedObjects S[0:?], IfcRelAssignsToProduct @RelatingProduct S[0:?], IfcRelFillsElement @RelatedBuildingElement S[0:1], IfcRelConnectsElements @RelatingElement S[0:?], IfcRelInterferesElements @RelatedElement S[0:?], IfcRelInterferesElements @RelatingElement S[0:?], IfcRelProjectsElement @RelatingElement S[0:?], IfcRelReferencedInSpatialStructure @RelatedElements S[0:?], IfcRelVoidsElement @RelatingBuildingElement S[0:?], IfcRelConnectsWithRealizingElements @RealizingElements S[0:?], IfcRelSpaceBoundary @RelatedBuildingElement S[0:?], IfcRelConnectsElements @RelatedElement S[0:?], IfcRelContainedInSpatialStructure @RelatedElements S[0:1], IfcRelCoversBldgElements @RelatingBuildingElement S[0:?], IfcRelConnectsPortToElement @RelatedElement S[0:?], IfcRelFlowControlElements @RelatingFlowElement S[0:1]]","[IfcRoot, IfcObjectDefinition, IfcObject, IfcProduct, IfcElement, IfcDistributionElement, IfcDistributionFlowElement, IfcFlowTerminal]","[]","[]"
IfcWasteTerminalType,"[GlobalId, OwnerHistory, Name, Description, ApplicableOccurrence, HasPropertySets, RepresentationMaps, Tag, ElementType, PredefinedType]","[IfcGloballyUniqueId FIX, IfcOwnerHistory ?, IfcLabel ? FIX, IfcText ? FIX, IfcIdentifier ? FIX, IfcPropertySetDefinition S[1:?]?, IfcRepresentationMap L[1:?]?, IfcLabel ? FIX, IfcLabel ? FIX, IfcWasteTerminalTypeEnum FIX]",IfcFlowTerminalType,NULL,FALSE,"The flow terminal type IfcWasteTerminalType defines commonly shared information for occurrences of waste terminals.",7.6.3.10,"","",NULL,"[CorrectPredefinedType]","[The inherited attribute ElementType shall be provided if the PredefinedType is set to USERDEFINED.]","[HasAssignments, Nests, IsNestedBy, HasContext, IsDecomposedBy, Decomposes, HasAssociations, Types, ReferencedBy]","[IfcRelAssigns @RelatedObjects S[0:?], IfcRelNests @RelatedObjects S[0:1], IfcRelNests @RelatingObject S[0:?], IfcRelDeclares @RelatedDefinitions S[0:1], IfcRelAggregates @RelatingObject S[0:?], IfcRelAggregates @RelatedObjects S[0:1], IfcRelAssociates @RelatedObjects S[0:?], IfcRelDefinesByType @RelatingType S[0:1], IfcRelAssignsToProduct @RelatingProduct S[0:?]]","[IfcRoot, IfcObjectDefinition, IfcTypeObject, IfcTypeProduct, IfcElementType, IfcDistributionElementType, IfcDistributionFlowElementType, IfcFlowTerminalType]","[]","[]"
